s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 1.4194193E+001, 5.5320672E+002,-2.3549073E+002,-3.8358606E+002,-3.2268942E+000, 1.9280419E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.7578794E+001,-4.9816549E+001, 4.4398381E-002, 4.4398381E-002
 1.4224660E+001, 5.6667559E+002,-2.4081021E+002,-3.9459986E+002,-2.4091087E+000, 1.9452514E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.3616653E+001,-5.1691068E+001, 4.4398381E-002, 4.4398381E-002
 1.4255128E+001, 5.6333201E+002,-2.3949009E+002,-3.9163744E+002,-2.0605379E+000, 1.9794758E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.2411705E+001,-5.0061297E+001, 4.4398381E-002, 4.4398381E-002
 1.4285595E+001, 5.5401574E+002,-2.3501825E+002,-3.8868758E+002,-1.9843410E+000, 2.0325252E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.7889749E+001,-5.1349175E+001, 4.4398381E-002, 4.4398381E-002
 1.4311269E+001, 5.6981298E+002,-2.4212757E+002,-4.0463647E+002,-1.7789524E+000, 2.1060302E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.4743479E+001,-5.7669706E+001, 4.4398381E-002, 4.4398381E-002
 1.4341998E+001, 5.7286358E+002,-2.3957336E+002,-4.3537521E+002,-1.7613566E+000, 2.1604662E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.3077284E+001,-8.2241679E+001, 4.4398381E-002, 4.4398381E-002
 1.4373200E+001, 5.8077025E+002,-2.4204012E+002,-4.3279877E+002,-1.8876528E+000, 2.1805494E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.7485770E+001,-7.4150795E+001, 4.4398381E-002, 4.4398381E-002
 1.4404402E+001, 5.9103985E+002,-2.4770291E+002,-3.9840165E+002,-1.9474346E+000, 2.2040671E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.9355007E+001,-3.4971471E+001, 4.4398381E-002, 4.4398381E-002
 1.4431964E+001, 5.8669252E+002,-2.4698536E+002,-3.4628874E+002,-2.1236807E+000, 2.2224703E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7706333E+001, 1.3519439E+001, 4.4398381E-002, 4.4398381E-002
 1.4460567E+001, 5.9134905E+002,-2.4892016E+002,-3.2950587E+002,-2.1663922E+000, 2.3005252E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9649981E+001, 3.3761887E+001, 4.4398381E-002, 4.4398381E-002
 1.4493913E+001, 5.9811080E+002,-2.5168931E+002,-3.3434366E+002,-2.3141815E+000, 2.3153179E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9497687E+001, 3.2916826E+001, 4.4398381E-002, 4.4398381E-002
 1.4521450E+001, 6.1850215E+002,-2.5834232E+002,-3.3841295E+002,-2.3847720E+000, 2.3546484E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3377124E+001, 4.2908593E+001, 4.4398381E-002, 4.4398381E-002
 1.4554937E+001, 6.3274133E+002,-2.6715461E+002,-3.4086008E+002,-2.9286954E+000, 2.4068530E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8595562E+001, 4.5866467E+001, 4.4398381E-002, 4.4398381E-002
 1.4581123E+001, 6.4610892E+002,-2.7180798E+002,-3.3855920E+002,-2.9660655E+000, 2.4202888E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9869843E+001, 5.6978552E+001, 4.4398381E-002, 4.4398381E-002
 1.4612265E+001, 6.4805387E+002,-2.7596069E+002,-3.3019079E+002,-3.5125239E+000, 2.3784159E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0100912E+001, 6.2174038E+001, 4.4398381E-002, 4.4398381E-002
 1.4641651E+001, 6.4981642E+002,-2.7811895E+002,-3.1968226E+002,-3.4463901E+000, 2.3533581E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.1947587E+001, 7.2102399E+001, 4.4398381E-002, 4.4398381E-002
 1.4671038E+001, 6.6644071E+002,-2.8283520E+002,-3.2002587E+002,-3.3836927E+000, 2.3480565E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.4048049E+001, 8.3676514E+001, 4.4398381E-002, 4.4398381E-002
 1.4700425E+001, 6.7426475E+002,-2.9105719E+002,-3.3367418E+002,-3.0260233E+000, 2.3698857E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4190420E+001, 7.0206212E+001, 4.4398381E-002, 4.4398381E-002
 1.4731953E+001, 6.6034354E+002,-2.8326391E+002,-3.5928895E+002,-3.7618062E+000, 2.3763433E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5123591E+001, 3.7792303E+001, 4.4398381E-002, 4.4398381E-002
 1.4762430E+001, 6.3992506E+002,-2.7799179E+002,-3.8419044E+002,-4.9206158E+000, 2.3829857E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6442408E+001,-3.3479253E+000, 4.4398381E-002, 4.4398381E-002
 1.4794941E+001, 6.4314854E+002,-2.7622452E+002,-3.7410641E+002,-4.1252035E+000, 2.3478712E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3391158E+001, 1.2171116E+001, 4.4398381E-002, 4.4398381E-002
 1.4822879E+001, 6.5572340E+002,-2.8259348E+002,-3.6728172E+002,-3.5818588E+000, 2.2932226E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0470401E+001, 2.5198559E+001, 4.4398381E-002, 4.4398381E-002
 1.4853524E+001, 6.5551617E+002,-2.8061447E+002,-3.7200357E+002,-3.0439557E+000, 2.2943625E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4737512E+001, 2.2797808E+001, 4.4398381E-002, 4.4398381E-002
 1.4880468E+001, 6.7793646E+002,-2.9114512E+002,-3.9258140E+002,-2.6008785E+000, 2.3147135E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7723889E+001, 1.4756204E+001, 4.4398381E-002, 4.4398381E-002
 1.4911416E+001, 6.7519555E+002,-2.9107565E+002,-4.3501026E+002,-2.5292133E+000, 2.3591081E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3036364E+001,-2.9828495E+001, 4.4398381E-002, 4.4398381E-002
 1.4944017E+001, 6.6605589E+002,-2.8573542E+002,-4.6855445E+002,-2.7920170E+000, 2.4457444E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.7498754E+001,-6.6568551E+001, 4.4398381E-002, 4.4398381E-002
 1.4974757E+001, 6.7778610E+002,-2.8447488E+002,-4.7408247E+002,-2.8127509E+000, 2.4996852E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.7887840E+001,-5.8587150E+001, 4.4398381E-002, 4.4398381E-002
 1.5000373E+001, 7.2841086E+002,-3.0491816E+002,-4.7336856E+002,-2.4829231E+000, 2.4821757E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9912292E+001,-2.7537018E+001, 4.4398381E-002, 4.4398381E-002
 1.5031113E+001, 7.4265503E+002,-3.1154148E+002,-5.0382105E+002,-2.6788642E+000, 2.4643151E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.5110079E+001,-5.0743217E+001, 4.4398381E-002, 4.4398381E-002
 1.5061852E+001, 7.4089166E+002,-3.1502759E+002,-5.2218414E+002,-2.9952980E+000, 2.4161043E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.4103644E+001,-7.5154329E+001, 4.4398381E-002, 4.4398381E-002
 1.5092591E+001, 7.5538164E+002,-3.1822611E+002,-5.1290214E+002,-3.1470006E+000, 2.3977530E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.0234256E+001,-5.4916093E+001, 4.4398381E-002, 4.4398381E-002
 1.5124355E+001, 7.6580223E+002,-3.2257479E+002,-4.7972748E+002,-2.9676184E+000, 2.3851215E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.0552052E+000,-1.5616435E+001, 4.4398381E-002, 4.4398381E-002
 1.5152533E+001, 7.4409281E+002,-3.1751226E+002,-4.3986385E+002,-3.0240128E+000, 2.3552178E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1516039E+001, 7.2448646E+000, 4.4398381E-002, 4.4398381E-002
 1.5180710E+001, 6.9966674E+002,-2.9935473E+002,-4.4851208E+002,-3.1240946E+000, 2.3498355E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.9978354E+000,-2.7825812E+001, 4.4398381E-002, 4.4398381E-002
 1.5214523E+001, 6.5392213E+002,-2.7639676E+002,-4.4686946E+002,-3.2413176E+000, 2.3278733E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.1860407E+001,-4.9306679E+001, 4.4398381E-002, 4.4398381E-002
 1.5242701E+001, 6.3569421E+002,-2.6863708E+002,-4.2488056E+002,-2.7894570E+000, 2.3364197E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.7686390E+001,-3.7248689E+001, 4.4398381E-002, 4.4398381E-002
 1.5270879E+001, 6.2100273E+002,-2.6429542E+002,-4.0451747E+002,-2.6527945E+000, 2.3105609E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0806986E+001,-2.7357342E+001, 4.4398381E-002, 4.4398381E-002
 1.5304692E+001, 6.3808596E+002,-2.6095308E+002,-4.0450335E+002,-2.3607968E+000, 1.8826844E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.4361863E+001,-1.0904428E+001, 4.4398381E-002, 4.4398381E-002
 1.5332870E+001, 6.3321313E+002,-2.7397017E+002,-3.7795269E+002,-2.4359482E+000, 1.6423969E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1665075E+001,-4.7217083E+000, 4.4398381E-002, 4.4398381E-002
 1.5362738E+001, 5.6187855E+002,-2.3788788E+002,-3.3955598E+002,-2.6377529E+000, 1.6825269E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.2224807E+000,-1.3777906E+000, 4.4398381E-002, 4.4398381E-002
 1.5393733E+001, 5.7998617E+002,-2.4195415E+002,-3.2786716E+002,-2.0492057E+000, 1.8774912E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9672871E+001, 2.6890559E+001, 4.4398381E-002, 4.4398381E-002
 1.5421706E+001, 5.9570925E+002,-2.4855959E+002,-3.5691038E+002,-1.9786315E+000, 1.9605681E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7853795E+001, 7.8663270E+000, 4.4398381E-002, 4.4398381E-002
 1.5450747E+001, 5.9007762E+002,-2.4723995E+002,-3.9992392E+002,-2.1616865E+000, 2.0560823E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5377792E+001,-3.8687113E+001, 4.4398381E-002, 4.4398381E-002
 1.5481277E+001, 5.7953874E+002,-2.4467675E+002,-4.2601176E+002,-2.4429337E+000, 2.1203696E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.3082822E+001,-7.2389014E+001, 4.4398381E-002, 4.4398381E-002
 1.5511808E+001, 5.9552536E+002,-2.5028815E+002,-4.3981552E+002,-2.7767934E+000, 2.1269268E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.5398870E+001,-7.6085838E+001, 4.4398381E-002, 4.4398381E-002
 1.5543357E+001, 5.8929711E+002,-2.4735592E+002,-4.3997720E+002,-2.6270707E+000, 2.0392496E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.6353017E+001,-8.0270585E+001, 4.4398381E-002, 4.4398381E-002
 1.5570126E+001, 5.7559872E+002,-2.4305672E+002,-4.5946621E+002,-2.4725475E+000, 1.9864603E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.9942651E+001,-1.0953216E+002, 4.4398381E-002, 4.4398381E-002
 1.5600058E+001, 5.5178726E+002,-2.3116896E+002,-4.6533748E+002,-2.4837860E+000, 1.9507334E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0545221E+002,-1.2769564E+002, 4.4398381E-002, 4.4398381E-002
 1.5630986E+001, 5.5418444E+002,-2.2919858E+002,-4.3914657E+002,-2.0799264E+000, 1.9132913E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.9350070E+001,-9.7107711E+001, 4.4398381E-002, 4.4398381E-002
 1.5663911E+001, 5.5365585E+002,-2.3025137E+002,-3.9639453E+002,-1.8610312E+000, 1.8730080E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.0085481E+001,-5.6120997E+001, 4.4398381E-002, 4.4398381E-002
 1.5691349E+001, 5.6724028E+002,-2.3347721E+002,-3.5693683E+002,-1.5648754E+000, 1.8836809E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.8816750E+000,-5.9018240E+000, 4.4398381E-002, 4.4398381E-002
 1.5724274E+001, 5.6984701E+002,-2.3830962E+002,-3.4154640E+002,-1.4988024E+000, 1.8686340E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4283830E+001, 7.1785289E+000, 4.4398381E-002, 4.4398381E-002
 1.5751711E+001, 5.9266771E+002,-2.4815130E+002,-3.2602704E+002,-1.3847753E+000, 1.8966189E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9972727E+001, 3.6070780E+001, 4.4398381E-002, 4.4398381E-002
 1.5784636E+001, 6.0453490E+002,-2.5535602E+002,-3.0925247E+002,-1.4875176E+000, 1.9316463E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.7407101E+001, 5.7755349E+001, 4.4398381E-002, 4.4398381E-002
 1.5810049E+001, 5.8088167E+002,-2.4731783E+002,-3.0060726E+002,-1.5709804E+000, 1.9612919E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.8001011E+001, 5.0998529E+001, 4.4398381E-002, 4.4398381E-002
 1.5843739E+001, 5.5003233E+002,-2.3600961E+002,-3.1301669E+002,-1.6546143E+000, 2.0011005E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2661429E+001, 1.9362420E+001, 4.4398381E-002, 4.4398381E-002
 1.5872759E+001, 5.6171338E+002,-2.4053992E+002,-3.4326610E+002,-1.6107678E+000, 2.0868894E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5083745E+001,-2.8345148E+000, 4.4398381E-002, 4.4398381E-002
 1.5903723E+001, 5.5025617E+002,-2.3742940E+002,-3.5713885E+002,-1.8014373E+000, 2.1100627E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.3596590E+000,-2.5012884E+001, 4.4398381E-002, 4.4398381E-002
 1.5930593E+001, 5.5397528E+002,-2.3727457E+002,-3.5524480E+002,-2.0932881E+000, 2.1196221E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.3457038E+000,-1.9441155E+001, 4.4398381E-002, 4.4398381E-002
 1.5965303E+001, 5.5426524E+002,-2.3886271E+002,-3.6657607E+002,-2.1258441E+000, 2.1361461E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3998254E+001,-3.1937926E+001, 4.4398381E-002, 4.4398381E-002
 1.5994229E+001, 5.4609824E+002,-2.3635889E+002,-3.8844798E+002,-1.9161132E+000, 2.1316254E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.4939150E+001,-5.9308487E+001, 4.4398381E-002, 4.4398381E-002
 1.6023155E+001, 5.5083351E+002,-2.3497933E+002,-3.7534286E+002,-2.1796930E+000, 2.0837478E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.9382721E+001,-4.0830895E+001, 4.4398381E-002, 4.4398381E-002
 1.6052080E+001, 5.6139205E+002,-2.3964359E+002,-3.7761024E+002,-2.4330472E+000, 2.0363704E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2410163E+001,-3.7931130E+001, 4.4398381E-002, 4.4398381E-002
 1.6080336E+001, 5.7135506E+002,-2.4121841E+002,-3.5796344E+002,-2.1388805E+000, 2.0153628E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.8219403E+000,-9.8120411E+000, 4.4398381E-002, 4.4398381E-002
 1.6111528E+001, 6.1180248E+002,-2.5310981E+002,-3.1247501E+002,-1.9033055E+000, 2.0058983E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6137691E+001, 6.4373333E+001, 4.4398381E-002, 4.4398381E-002
 1.6143423E+001, 6.4638606E+002,-2.7453264E+002,-2.6530543E+002,-1.8489146E+000, 2.0140273E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3372657E+002, 1.2483935E+002, 4.4398381E-002, 4.4398381E-002
 1.6173161E+001, 6.4755677E+002,-2.7750191E+002,-2.6345034E+002,-2.2024212E+000, 2.0359238E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4334516E+002, 1.2476134E+002, 4.4398381E-002, 4.4398381E-002
 1.6201618E+001, 6.4693527E+002,-2.7987002E+002,-3.0611538E+002,-2.7394187E+000, 2.0594502E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.8375158E+001, 7.8804948E+001, 4.4398381E-002, 4.4398381E-002
 1.6232891E+001, 6.0204840E+002,-2.6420575E+002,-3.5544768E+002,-3.0557094E+000, 1.9974556E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8536788E+001,-6.8618215E-001, 4.4398381E-002, 4.4398381E-002
 1.6261513E+001, 5.6500307E+002,-2.4431894E+002,-3.8035202E+002,-2.9614751E+000, 1.9644987E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3907257E+001,-4.2984373E+001, 4.4398381E-002, 4.4398381E-002
 1.6290136E+001, 5.4430027E+002,-2.3894978E+002,-4.0998348E+002,-2.8467617E+000, 1.9486003E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.7363344E+001,-8.7993747E+001, 4.4398381E-002, 4.4398381E-002
 1.6324482E+001, 5.6124141E+002,-2.4097509E+002,-4.5199417E+002,-2.2361578E+000, 1.9079924E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0143534E+002,-1.1488408E+002, 4.4398381E-002, 4.4398381E-002
 1.6353106E+001, 5.6242485E+002,-2.4434116E+002,-4.4786822E+002,-1.9583577E+000, 1.8909196E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.8893043E+001,-1.1283369E+002, 4.4398381E-002, 4.4398381E-002
 1.6381727E+001, 5.4095371E+002,-2.3369758E+002,-4.1836065E+002,-2.2808072E+000, 1.8679021E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.8583865E+001,-9.4706312E+001, 4.4398381E-002, 4.4398381E-002
 1.6410351E+001, 5.2572151E+002,-2.2410460E+002,-3.9650666E+002,-2.3235041E+000, 1.8570886E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.3168590E+001,-7.8642355E+001, 4.4398381E-002, 4.4398381E-002
 1.6444696E+001, 5.4471575E+002,-2.2873160E+002,-3.8095220E+002,-1.9644559E+000, 1.9452553E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.4913015E+001,-4.7479953E+001, 4.4398381E-002, 4.4398381E-002
 1.6473320E+001, 5.4721799E+002,-2.3608846E+002,-3.5812419E+002,-1.9162648E+000, 1.9917346E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2598991E+001,-2.8993577E+001, 4.4398381E-002, 4.4398381E-002
 1.6501942E+001, 5.5351585E+002,-2.4026532E+002,-3.4643359E+002,-1.8843617E+000, 2.0344949E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3060953E+000,-1.4722471E+001, 4.4398381E-002, 4.4398381E-002
 1.6533052E+001, 5.9203937E+002,-2.4190221E+002,-4.0260205E+002,-1.5658239E+000, 1.3776658E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0412535E+002,-4.0254059E+001, 3.9426017E-002, 3.9426017E-002
 1.6564869E+001, 7.2139471E+002,-3.0922195E+002,-4.6034404E+002,-1.0874976E+000, 9.8806895E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.3883457E+001,-3.9378080E+001, 3.3298786E-002, 3.3298786E-002
 1.6592049E+001, 5.4686887E+002,-2.4609309E+002,-4.3355184E+002,-2.0004775E+000, 9.8872870E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0885891E+002,-1.2488925E+002, 3.3298786E-002, 3.3298786E-002
 1.6624664E+001, 4.8380210E+002,-2.0662058E+002,-3.9627906E+002,-1.6657322E+000, 1.1417792E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.6032847E+001,-1.0934548E+002, 3.3298786E-002, 3.3298786E-002
 1.6651844E+001, 4.6535909E+002,-1.9180498E+002,-3.7929291E+002,-1.4462140E+000, 1.2037845E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.4973973E+001,-9.5147174E+001, 3.3298786E-002, 3.3298786E-002
 1.6685547E+001, 4.6498907E+002,-1.8861272E+002,-3.5499959E+002,-1.2730029E+000, 1.2026671E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.2571109E+001,-6.7869570E+001, 3.3298786E-002, 3.3298786E-002
 1.6715445E+001, 4.9926799E+002,-2.0034808E+002,-3.3225174E+002,-1.1325980E+000, 1.2451381E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1379009E+001,-2.2013060E+001, 3.3298786E-002, 3.3298786E-002
 1.6743359E+001, 5.3940584E+002,-2.1750806E+002,-3.4207723E+002,-1.0144787E+000, 1.3400283E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.0494980E+000,-7.7936482E+000, 3.3298786E-002, 3.3298786E-002
 1.6771584E+001, 5.5434048E+002,-2.2449566E+002,-3.4724320E+002,-9.7157370E-001, 1.4597123E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5260798E+000,-3.7728315E+000, 3.3298786E-002, 3.3298786E-002
 1.6804514E+001, 5.5270805E+002,-2.2360543E+002,-3.5599008E+002,-1.0350896E+000, 1.5453169E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.7940300E+000,-1.2469381E+001, 3.3298786E-002, 3.3298786E-002
 1.6833679E+001, 5.3279340E+002,-2.1857833E+002,-3.4643677E+002,-1.2260670E+000, 1.5531558E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4502548E+001,-1.7916214E+001, 3.3298786E-002, 3.3298786E-002
 1.6862141E+001, 5.0118264E+002,-2.0852229E+002,-3.1859039E+002,-1.3150560E+000, 1.5629480E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.5522004E+000,-1.1615625E+001, 3.3298786E-002, 3.3298786E-002
 1.6891739E+001, 4.8240622E+002,-1.9553034E+002,-3.0366448E+002,-1.3056381E+000, 1.5821262E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.5675000E-001,-2.2729737E+000, 3.3298786E-002, 3.3298786E-002
 1.6923046E+001, 4.7877175E+002,-1.9423083E+002,-3.1313760E+002,-1.3399774E+000, 1.5768684E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2058886E+001,-1.4167977E+001, 3.3298786E-002, 3.3298786E-002
 1.6950027E+001, 4.7894696E+002,-1.9546125E+002,-3.3550763E+002,-1.1352023E+000, 1.5523076E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.5692103E+001,-3.7634049E+001, 3.3298786E-002, 3.3298786E-002
 1.6983267E+001, 4.6111124E+002,-1.9190943E+002,-3.4274817E+002,-1.2774039E+000, 1.4866897E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.4219517E+001,-5.9956875E+001, 3.3298786E-002, 3.3298786E-002
 1.7012762E+001, 4.5777740E+002,-1.8713514E+002,-3.3362561E+002,-1.2666521E+000, 1.4625338E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.0194943E+001,-4.9624654E+001, 3.3298786E-002, 3.3298786E-002
 1.7040144E+001, 4.6937077E+002,-1.9411417E+002,-3.3321995E+002,-1.0671964E+000, 1.4677678E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.2003831E+001,-4.4352871E+001, 3.3298786E-002, 3.3298786E-002
 1.7071859E+001, 4.8651293E+002,-1.9658108E+002,-3.3686478E+002,-1.0094814E+000, 1.5367461E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.9417237E+001,-3.2574940E+001, 3.3298786E-002, 3.3298786E-002
 1.7100515E+001, 4.9067291E+002,-1.9914886E+002,-3.0466487E+002,-1.0427004E+000, 1.5892847E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3509122E+000, 1.7093264E+000, 3.3298786E-002, 3.3298786E-002
 1.7130985E+001, 5.1362082E+002,-2.1133381E+002,-2.6111801E+002,-1.1813436E+000, 1.6899630E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0585422E+001, 5.6887283E+001, 3.3298786E-002, 3.3298786E-002
 1.7163479E+001, 5.2344940E+002,-2.1517843E+002,-2.3060498E+002,-1.2262656E+000, 1.7459136E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.6553896E+001, 9.3898869E+001, 3.3298786E-002, 3.3298786E-002
 1.7191698E+001, 5.2131797E+002,-2.1740403E+002,-2.1604399E+002,-1.1442245E+000, 1.7525688E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0887741E+002, 1.0425142E+002, 3.3298786E-002, 3.3298786E-002
 1.7222982E+001, 5.4701575E+002,-2.2539507E+002,-2.3674160E+002,-1.1279314E+000, 1.7584033E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0730942E+002, 1.0133518E+002, 3.3298786E-002, 3.3298786E-002
 1.7250790E+001, 5.6190273E+002,-2.3474734E+002,-2.5283502E+002,-1.2380885E+000, 1.7813659E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.8011241E+001, 9.0895942E+001, 3.3298786E-002, 3.3298786E-002
 1.7282074E+001, 5.6428914E+002,-2.3727782E+002,-2.5801768E+002,-1.2782714E+000, 1.8118316E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.4091092E+001, 8.5833683E+001, 3.3298786E-002, 3.3298786E-002
 1.7313358E+001, 5.5104837E+002,-2.3339099E+002,-2.6231297E+002,-1.2740879E+000, 1.7964238E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9188500E+001, 7.2034558E+001, 3.3298786E-002, 3.3298786E-002
 1.7342939E+001, 5.4684549E+002,-2.3433752E+002,-2.5995018E+002,-1.2280175E+000, 1.8151629E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.8171103E+001, 6.9481399E+001, 3.3298786E-002, 3.3298786E-002
